Question_ID,User_ID,User_Reputation,User_Type,Gold_Badges,Silver_Badges,Bronze_Badges,Has_Custom_Avatar,Accept_Rate,Tags,Tag_Count,Creation_Date_Readable,Post_Age_Days,Has_Image,Word_Count,Code_Block_Count,Link_Count,Title_Word_Count,LaTeX_Comment_Count,Is_Question_Format,Subjective_Score,Up_Vote_Count,Down_Vote_Count,Favorite_Count,View_Count,Is_Answered,Objective_Comment_Count,Objective_Total_Comment_Words,Objective_Avg_Comment_Words,Objective_Time_To_First_Answer_Mins,Answer_Count,Has_Accepted_Answer,Max_Answer_Score,Avg_Answer_Score,Total_Answer_Words,Link
36,42,41032,registered,24,112,166,False,84.0,"xetex, luatex, context",3,2010-07-26 22:39:08,5861.57,False,94,0,4,6,0,False,490,490,0,0,132325,True,2,38,19.0,15.3,5,True,397,397.0,292,https://tex.stackexchange.com/questions/36/differences-between-luatex-context-and-xetex
16942,2975,271889,registered,67,801,959,True,81.0,"margins, lengths",2,2011-04-29 16:37:47,5584.82,False,111,0,0,6,0,False,490,490,0,0,488019,True,0,0,0.0,,4,False,0,0.0,0,https://tex.stackexchange.com/questions/16942/difference-between-textwidth-linewidth-and-hsize
31672,8615,5277,registered,4,20,12,False,89.0,"tables, spacing, columns",3,2011-10-15 21:58:19,5415.6,False,88,1,0,6,0,False,488,488,0,0,861913,True,0,0,0.0,6807556.32,14,False,1,1.0,48,https://tex.stackexchange.com/questions/31672/column-and-row-padding-in-tables
17816,5419,4893,registered,3,18,5,False,,comments,1,2011-05-09 21:43:18,5574.61,False,46,0,0,4,0,False,479,479,0,0,1523442,True,1,51,51.0,,12,False,0,0.0,0,https://tex.stackexchange.com/questions/17816/commenting-out-large-sections
337,183,6789,registered,10,29,17,False,,landscape,1,2010-07-27 13:42:59,5860.94,False,25,0,0,8,0,False,477,477,0,0,822238,True,0,0,0.0,,6,False,0,0.0,0,https://tex.stackexchange.com/questions/337/how-to-change-certain-pages-into-landscape-portrait-mode
23711,15675,6035,registered,3,21,15,False,80.0,"strikeout, text-decorations",2,2011-07-21 15:22:20,5501.87,False,51,0,0,2,0,False,477,477,0,0,1090455,True,2,17,8.5,7145463.73,4,False,3,3.0,81,https://tex.stackexchange.com/questions/23711/strikethrough-text
553,86,161292,registered,46,419,794,True,79.0,"packages, big-list",2,2010-07-29 11:53:13,5859.02,False,185,0,1,9,0,True,476,476,0,0,111677,True,0,0,0.0,219836.2,65,False,29,29.0,25,https://tex.stackexchange.com/questions/553/what-packages-do-people-load-by-default-in-latex
7355,Unknown,0,does_not_exist,0,0,0,True,,page-numbering,1,2010-12-18 20:50:01,5716.6,False,121,2,0,5,4,True,462,462,0,0,1026175,True,2,52,26.0,,5,False,0,0.0,0,https://tex.stackexchange.com/questions/7355/how-to-suppress-page-number
2291,192,11289,registered,9,32,28,False,69.0,"numbering, lists, enumerate",3,2010-08-25 06:45:45,5832.23,False,21,0,0,17,0,True,461,461,0,0,1172630,True,0,0,0.0,159.67,11,False,343,172.0,117,https://tex.stackexchange.com/questions/2291/how-do-i-change-the-enumerate-list-format-to-use-letters-instead-of-the-defaul
510,206,19171,registered,12,42,32,False,92.0,"math-mode, best-practices, syntax",3,2010-07-28 21:50:30,5859.6,False,31,0,1,11,0,True,440,440,0,0,122168,True,2,25,12.5,6760563.13,13,False,7,5.0,317,https://tex.stackexchange.com/questions/510/are-and-preferable-to-dollar-signs-for-math-mode
534,14,28103,registered,31,81,81,False,100.0,"packages, compiling, word-count, scripts",4,2010-07-29 03:10:02,5859.38,False,103,0,0,14,0,True,440,441,1,0,499832,True,0,0,0.0,7406967.23,29,False,1,1.0,47,https://tex.stackexchange.com/questions/534/is-there-any-way-to-do-a-correct-word-count-of-a-latex-document
57743,14475,6773,registered,8,31,28,False,88.0,"bibtex, accents, characters",3,2012-05-29 15:01:28,5188.89,False,37,0,0,12,0,True,439,440,1,0,825679,True,0,0,0.0,6786764.87,8,False,1,1.0,53,https://tex.stackexchange.com/questions/57743/how-to-write-%c3%a4-and-other-umlauts-and-accented-letters-in-bibliography
2760,510,258210,registered,75,741,805,True,98.0,"titles, datetime",2,2010-09-05 19:08:38,5820.71,False,62,1,0,6,0,False,425,425,0,0,841146,True,0,0,0.0,,4,False,0,0.0,0,https://tex.stackexchange.com/questions/2760/omitting-the-date-when-using-maketitle
12373,3906,4321,registered,2,18,3,False,,"spacing, lists, itemize",3,2011-03-01 10:30:34,5644.03,False,30,0,0,11,0,True,422,422,0,0,985956,True,2,40,20.0,,1,False,0,0.0,0,https://tex.stackexchange.com/questions/12373/how-to-change-the-space-between-the-itemize-items-in-latex
5091,169,65149,registered,34,148,171,False,93.0,biblatex,1,2010-11-08 14:25:06,5756.87,False,102,0,0,7,0,True,420,421,1,0,199440,True,1,17,17.0,125.18,6,False,103,103.0,120,https://tex.stackexchange.com/questions/5091/what-to-do-to-switch-to-biblatex
7453,1371,10725,registered,6,45,60,False,94.0,"macros, symbols, sourcecode, syntax, comments",5,2010-12-20 16:30:02,5714.78,False,33,0,0,20,0,False,417,417,0,0,50813,True,4,158,39.5,6551872.77,7,False,8,5.33,1467,https://tex.stackexchange.com/questions/7453/what-is-the-use-of-percent-signs-at-the-end-of-lines-why-is-my-macro-creat
60209,495,7852,registered,12,39,34,False,100.0,"sectioning, sections-paragraphs",2,2012-06-18 01:14:35,5169.46,False,116,0,0,12,0,False,416,416,0,0,1307752,True,0,0,0.0,7.63,7,True,365,365.0,265,https://tex.stackexchange.com/questions/60209/how-to-add-an-extra-level-of-sections-with-headings-below-subsubsection
53413,13964,4293,unregistered,3,18,6,False,,"symbols, punctuation",2,2012-04-26 13:06:48,5221.97,False,35,0,0,9,0,True,413,414,1,0,813825,True,1,52,52.0,,5,False,0,0.0,0,https://tex.stackexchange.com/questions/53413/what-is-the-latex-command-for-em-dash
2275,833,4501,registered,4,21,8,False,0.0,"floats, positioning",2,2010-08-25 01:19:10,5832.46,False,24,0,0,8,0,False,409,409,0,0,525233,True,1,26,26.0,,8,False,0,0.0,0,https://tex.stackexchange.com/questions/2275/keeping-tables-figures-close-to-where-they-are-mentioned
655,32,22644,registered,13,55,41,False,86.0,macros,1,2010-07-30 18:27:07,5857.74,False,88,0,1,8,0,True,407,407,0,0,175483,True,0,0,0.0,,5,False,0,0.0,0,https://tex.stackexchange.com/questions/655/what-is-the-difference-between-def-and-newcommand
341,183,6789,registered,10,29,17,False,,"document-classes, big-list, posters",3,2010-07-27 13:56:59,5860.93,False,23,0,0,6,0,False,400,401,1,0,232226,True,0,0,0.0,,13,False,0,0.0,0,https://tex.stackexchange.com/questions/341/how-to-create-posters-using-latex
13509,704,5120,registered,4,24,16,False,83.0,biblatex,1,2011-03-15 15:42:38,5629.82,False,60,0,1,6,0,False,400,400,0,0,403033,True,0,0,0.0,370530.03,14,False,34,17.0,386,https://tex.stackexchange.com/questions/13509/biblatex-in-a-nutshell-for-beginners
11,14,28103,registered,31,81,81,False,100.0,"books, big-list, learning, tutorials",4,2010-07-26 22:26:16,5861.58,False,66,0,2,9,0,True,393,394,1,0,171924,True,1,17,17.0,7217542.78,35,False,2,2.0,597,https://tex.stackexchange.com/questions/11/what-are-good-learning-resources-for-a-latex-beginner
55437,6621,104560,registered,24,257,341,True,100.0,"distributions, updating",2,2012-05-11 22:24:26,5206.58,False,78,0,8,7,0,True,392,392,0,0,428864,True,1,16,16.0,7358539.82,8,False,2,2.0,157,https://tex.stackexchange.com/questions/55437/how-do-i-update-my-tex-distribution
10684,206,19171,registered,12,42,32,False,92.0,"spacing, lists",2,2011-02-09 17:31:20,5663.74,False,20,0,0,4,0,False,382,382,0,0,258288,True,0,0,0.0,7627631.22,5,False,1,1.0,55,https://tex.stackexchange.com/questions/10684/vertical-space-in-lists
17104,5110,21097,registered,37,100,142,False,86.0,color,1,2011-05-01 20:52:29,5582.64,False,73,0,0,9,0,True,376,376,0,0,1141148,True,0,0,0.0,,4,False,0,0.0,0,https://tex.stackexchange.com/questions/17104/how-to-change-color-for-a-block-of-texts
87303,17379,4131,registered,3,17,10,True,,comments,1,2012-12-17 07:02:57,4987.18,False,37,1,0,5,0,False,376,377,1,0,1420781,True,4,59,14.75,,7,False,0,0.0,0,https://tex.stackexchange.com/questions/87303/multi-line-block-comments-in-latex
3033,103,17397,registered,14,58,64,False,75.0,"line-breaking, urls",2,2010-09-13 06:55:59,5813.22,False,72,1,1,4,0,False,375,375,0,0,415146,True,0,0,0.0,5341666.0,17,False,1,1.0,157,https://tex.stackexchange.com/questions/3033/forcing-linebreaks-in-url
10772,649,4589,registered,5,27,26,False,100.0,"bibtex, capitalization",2,2011-02-10 21:04:01,5662.59,False,82,0,0,7,0,False,371,371,0,0,446159,True,3,181,60.33,,6,False,0,0.0,0,https://tex.stackexchange.com/questions/10772/bibtex-loses-capitals-when-creating-bbl-file
3782,459,14815,registered,21,64,72,False,97.0,"math-mode, equations, line-breaking, breqn",4,2010-10-05 15:01:04,5790.89,False,101,1,0,11,0,False,368,368,0,0,1468489,True,0,0,0.0,6744715.62,10,False,1,1.0,110,https://tex.stackexchange.com/questions/3782/how-can-i-split-an-equation-over-two-or-more-lines
4118,215,76906,registered,61,268,384,False,98.0,"formatting, numbering, superscripts",3,2010-10-14 13:45:17,5781.94,False,55,0,0,11,0,True,367,367,0,0,430011,True,0,0,0.0,,10,False,0,0.0,0,https://tex.stackexchange.com/questions/4118/whats-the-quickest-way-to-write-2nd-3rd-etc-in-latex
5461,1449,13137,registered,14,51,66,True,88.0,"tikz-pgf, arrows",2,2010-11-16 14:33:02,5748.86,False,23,0,0,12,0,True,367,367,0,0,292891,True,0,0,0.0,,8,False,0,0.0,0,https://tex.stackexchange.com/questions/5461/is-it-possible-to-change-the-size-of-an-arrowhead-in-tikz-pgf
41476,10072,5065,registered,3,22,26,False,89.0,"spacing, lengths",2,2012-01-18 14:58:03,5320.85,False,93,0,0,6,0,False,367,367,0,0,433940,True,0,0,0.0,,2,False,0,0.0,0,https://tex.stackexchange.com/questions/41476/lengths-and-when-to-use-them
9796,3182,5131,registered,6,24,13,False,100.0,todonotes,1,2011-01-27 15:27:17,5676.83,False,33,0,0,5,0,True,362,362,0,0,481658,True,0,0,0.0,2.23,10,True,271,271.0,239,https://tex.stackexchange.com/questions/9796/how-to-add-todo-notes
4736,169,65149,registered,34,148,171,False,93.0,"macros, expansion, robust-commands, fragile",4,2010-10-31 10:01:42,5765.05,False,54,0,0,16,0,True,360,360,0,0,44886,True,0,0,0.0,348.88,5,True,316,316.0,1045,https://tex.stackexchange.com/questions/4736/what-is-the-difference-between-fragile-and-robust-commands-when-and-why-do-we-n
4338,1184,3683,registered,3,18,6,False,,tikz-pgf,1,2010-10-20 19:58:00,5775.68,False,67,1,0,4,0,False,358,358,0,0,425662,True,1,58,58.0,,7,False,0,0.0,0,https://tex.stackexchange.com/questions/4338/correctly-scaling-a-tikzpicture
43008,9757,30704,registered,43,103,147,False,99.0,"math-mode, symbols",2,2012-02-01 01:41:52,5307.4,False,35,0,0,3,0,False,351,351,0,0,1700402,True,2,71,35.5,5923617.43,9,False,1,1.0,15,https://tex.stackexchange.com/questions/43008/absolute-value-symbols
3819,271,3593,registered,3,19,6,True,,"punctuation, typography",2,2010-10-06 19:28:56,5789.7,False,33,0,0,6,0,False,349,349,0,0,287534,True,1,18,18.0,,7,False,0,0.0,0,https://tex.stackexchange.com/questions/3819/dashes-vs-vs
57418,13192,8616,registered,5,36,40,False,83.0,"graphics, crop",2,2012-05-26 15:26:26,5191.87,False,100,1,0,4,0,True,347,347,0,0,886497,True,1,62,62.0,23.3,5,True,548,548.0,175,https://tex.stackexchange.com/questions/57418/crop-an-inserted-image
74878,9263,9323,registered,5,37,60,False,93.0,"tikz-pgf, pgfplots, plot, fun",4,2012-10-01 16:31:14,5063.82,True,172,1,3,6,4,False,346,347,1,0,51018,True,0,0,0.0,,4,False,0,0.0,0,https://tex.stackexchange.com/questions/74878/create-xkcd-style-diagram-in-tex
10181,1125,5927,registered,2,28,19,False,,"floats, footnotes, captions",3,2011-02-03 17:29:56,5669.74,False,127,4,0,6,0,False,345,345,0,0,393093,True,1,17,17.0,1470651.27,13,False,18,18.0,32,https://tex.stackexchange.com/questions/10181/using-footnote-in-a-figures-caption
1092,137,13037,registered,9,43,53,False,100.0,"packages, texlive, installing, linux, tlmgr",5,2010-08-05 03:25:36,5852.37,False,51,0,0,9,0,True,343,343,0,0,216626,True,0,0,0.0,2053333.05,12,False,21,10.5,1469,https://tex.stackexchange.com/questions/1092/how-to-install-vanilla-texlive-on-debian-or-ubuntu
2651,963,122413,registered,37,308,581,False,93.0,"floats, horizontal-alignment",2,2010-09-01 19:58:29,5824.68,False,22,2,0,10,0,True,342,342,0,0,402842,True,0,0,0.0,,3,False,0,0.0,0,https://tex.stackexchange.com/questions/2651/should-i-use-center-or-centering-for-figures-and-tables
4519,376,4250,registered,2,21,10,False,,"spacing, macros",2,2010-10-25 00:03:42,5771.51,False,49,0,0,7,0,True,342,344,2,0,388509,True,1,13,13.0,,3,False,0,0.0,0,https://tex.stackexchange.com/questions/4519/how-do-i-create-an-invisible-character
34604,334,3651,registered,2,20,10,True,,unicode,1,2008-10-20 23:48:25,6505.52,False,31,0,0,5,0,False,341,342,1,0,417143,True,0,0,0.0,6935605.62,15,False,14,8.0,1824,https://tex.stackexchange.com/questions/34604/entering-unicode-characters-in-latex
2369,996,3503,registered,2,18,4,False,,"symbols, punctuation, font-encodings",3,2010-08-26 22:18:58,5830.58,False,30,0,0,24,0,True,340,340,0,0,731745,True,1,52,52.0,71.57,4,True,302,151.5,375,https://tex.stackexchange.com/questions/2369/why-do-the-less-than-symbol-and-the-greater-than-symbol-appear-wrong-as
77646,17205,4737,registered,5,25,32,True,83.0,symbols,1,2012-10-14 21:45:43,5050.61,False,18,1,0,7,0,False,335,335,0,0,1398855,True,1,15,15.0,,3,False,0,0.0,0,https://tex.stackexchange.com/questions/77646/how-to-typeset-the-symbol-caret-circumflex-hat
1013,280,3553,registered,2,19,7,False,,subscripts,1,2010-08-04 16:32:52,5852.82,False,22,0,0,8,0,True,333,333,0,0,1021975,True,0,0,0.0,,12,False,0,0.0,0,https://tex.stackexchange.com/questions/1013/how-to-typeset-subscript-in-usual-text-mode
35977,9558,3421,registered,3,17,6,True,,"urls, bibtex",2,2009-09-15 08:17:20,6176.17,False,75,1,0,10,0,True,332,332,0,0,984793,True,0,0,0.0,,6,False,0,0.0,0,https://tex.stackexchange.com/questions/35977/how-to-add-a-url-to-a-latex-bibtex-file
5223,1128,3976,registered,2,20,16,False,100.0,"math-mode, symbols, math-operators",3,2010-11-11 19:45:09,5753.65,False,24,1,2,5,0,True,328,329,1,0,897237,True,0,0,0.0,,9,False,0,0.0,0,https://tex.stackexchange.com/questions/5223/command-for-argmin-or-argmax
229355,18799,3944,registered,4,20,15,False,,"algorithms, algorithm2e, algorithmicx, algorithmic",4,2015-02-21 10:30:35,4191.03,False,58,0,0,7,0,False,328,328,0,0,241425,True,1,15,15.0,11975.77,2,True,389,389.0,787,https://tex.stackexchange.com/questions/229355/algorithm-algorithmic-algorithmicx-algorithm2e-algpseudocode-confused
35043,3970,7415,registered,8,26,17,False,67.0,"cross-referencing, footnotes",2,2011-11-16 13:37:05,5383.9,False,30,0,0,7,0,False,325,325,0,0,293469,True,2,19,9.5,458393.03,19,False,116,25.6,355,https://tex.stackexchange.com/questions/35043/reference-different-places-to-the-same-footnote
7032,711,18888,registered,19,66,78,False,87.0,"tikz-pgf, symbols, circles",3,2010-12-13 11:25:54,5721.99,True,102,1,1,6,0,True,324,324,0,0,331253,True,7,326,46.57,2114212.08,18,False,17,6.0,312,https://tex.stackexchange.com/questions/7032/good-way-to-make-textcircled-numbers
10535,3316,15175,registered,28,77,95,False,93.0,"tables, margins",2,2011-02-08 01:28:15,5665.41,False,125,1,0,8,0,True,324,324,0,0,1121417,True,0,0,0.0,,12,False,0,0.0,0,https://tex.stackexchange.com/questions/10535/how-to-force-a-table-into-page-width
12703,3970,7415,registered,8,26,17,False,67.0,"tables, horizontal-alignment, width",3,2011-03-05 11:35:16,5639.99,False,71,1,0,10,0,True,324,324,0,0,588038,True,1,23,23.0,7935836.67,5,False,1,1.0,91,https://tex.stackexchange.com/questions/12703/how-to-create-fixed-width-table-columns-with-text-raggedright-centered-raggedlef
83930,17049,16476,registered,19,68,103,False,86.0,boxes,1,2012-11-23 13:58:37,5010.89,False,37,0,0,9,0,True,324,325,1,0,153804,True,0,0,0.0,,1,False,0,0.0,0,https://tex.stackexchange.com/questions/83930/what-are-the-different-kinds-of-boxes-in-latex
71172,6324,10632,registered,13,51,60,False,92.0,"margins, geometry",2,2012-09-11 21:16:11,5083.63,False,77,0,0,7,0,True,323,323,0,0,123012,True,1,32,32.0,,4,False,0,0.0,0,https://tex.stackexchange.com/questions/71172/why-are-default-latex-margins-so-big
20640,5339,5957,registered,6,25,18,False,100.0,"graphics, framed, includegraphics, border",4,2011-06-13 23:06:17,5539.55,False,42,0,0,7,0,True,321,321,0,0,535675,True,1,3,3.0,,7,False,0,0.0,0,https://tex.stackexchange.com/questions/20640/how-to-add-border-for-an-image
53513,13994,5265,registered,8,25,19,False,100.0,hyperref,1,2012-04-27 02:04:15,5221.43,False,100,2,1,5,0,False,321,321,0,0,246585,True,0,0,0.0,,1,False,0,0.0,0,https://tex.stackexchange.com/questions/53513/hyperref-token-not-allowed
